text,title,href
 PYthon 语言及其应用 赵广辉 中国铁道出版社 面向新工科的高等学校应用型人才培养规划教材 pathon程式设计专案 ,空,//product.dangdang.com/11733591724.html
 Python数据可视化之matplotlib精进 刘大成 著 电子工业出版社，【正版现货】 正版图书，本店套装图书默认为单本，您下单前可咨询在线客服，谢谢！,适读人群 ：从matplotlib的使用目的来讲，读者可以将阅读重点放在Python数据可视化的应用场景上面，掌握Python数据可视化的不同应用方向的实现思路和实现方法。因此，你可以是数据分析师、大数据工程师、机器学习工程师、数据挖掘工程师，甚至是人工智能专家、运维工程师、系统和性能优化工程师、软件测试工程师；你也可以是用户体验设计师、交互设计师或是数据产品经理，以及对Python数据可视化感兴趣的各个行业的读者。 《Python数据可视化之matplotlib实践》主要是面向matplotlib的入门读者，读者通过学习可以掌握matplotlib的基本概念和基本操作方法，满足Python数据可视化的初级应用需求。《Python数据可视化之matplotlib精进》主要帮助读者提高对matplotlib的理解程度和操作技能，从而满足Python数据可视化的中高级应用需求。因此，可以将这两,//product.dangdang.com/11732673745.html
 Python趣味编程入门 人工智能 青少年学编程 人工智能热门编程语言 附赠源代码文件 ,空,//product.dangdang.com/11756686788.html
 Python编程从零开始学（视频教学版） ,空,//product.dangdang.com/11756082788.html
 Python少儿趣味编程 教孩子学编程 少儿编程入门教程图书 零基础自学python编程 青少年编程真好玩 ,空,//product.dangdang.com/11756492788.html
" PYTHON UNIX和LINUX系统管理指南,NoahGift，JerenyJones编著,机械工业出版社,97871 ",空,//product.dangdang.com/11634151806.html
 Python基础与深度学习实战 ,语言轻松内容从入门到精通帮助读者掌握python,//product.dangdang.com/11571263877.html
 Python自然语言处理 ,空,//product.dangdang.com/1302756367.html
 Python自然语言处理 ,空,//product.dangdang.com/1467413060.html
 Python自然语言处理 ,空,//product.dangdang.com/1052223924.html
 【正版】 Python从入门到精通 明日科技 清华大学出版社 9787302634904 团购咨询在线客服,空,//product.dangdang.com/11753319117.html
 【正版】 Python地球科学数据分析 毛里齐奥・彼得雷利（MaurizioPetrelli） 人民邮电出版社 9787 ,空,//product.dangdang.com/11753381117.html
 【正版】 Python编程入门与实践 姜增如 化学工业出版社 9787122416445 团购咨询在线客服,空,//product.dangdang.com/11753180117.html
 Python程序设计实验实训(微课视频版21世纪高等学校计算机应用技术系列教材) ,空,//product.dangdang.com/11727161683.html
 Python编程快速上手：让繁琐工作自动化 阿尔・斯维加特 人民邮电出版社，【正版现货】 正版图书，本店套装图书默认为单本，您下单前可咨询在线客服，谢谢！,空,//product.dangdang.com/11709350745.html
 Python数据结构与算法（视频教学版） ,空,//product.dangdang.com/11772510790.html
 Python编程 Mark Lutz 中国电力出版社，【正版现货】 正版图书，本店套装图书默认为单本，您下单前可咨询在线客服，谢谢！,：Python袖珍指南（第五版） 本书是Python应用的手册指南，它涵盖了Python编程的方方面面，从系统管理到图形界面编程，从文本处理到网络编程，从数据库到语言扩展……这些主题的探讨中，作者提供了大量的实际代码，通过对这些代码的研读，对读者的Python编程水平以及实际业务问题的解决都将不无裨益。,//product.dangdang.com/11710104905.html
 【正版】 Python期货量化交易 祝学礼 著 人民邮电出版社 9787115577276 团购咨询在线客服,空,//product.dangdang.com/11755246977.html
 Python 游戏开发从入门到精通 ,空,//product.dangdang.com/11727026983.html
" 【正版】 Python速查手册・基础卷 明日科技（MingiSoft）著,明日科技 编 北京希望电子出版社 978783 ",空,//product.dangdang.com/11752218117.html
 【正版】 Python数据科学手册 杰克・万托布拉斯（JakeVanderPla） 东南大学出版社 9787576606 团购咨询在线客服,空,//product.dangdang.com/11752270117.html
" Python地理数据处理 [美] Chris,Garrard,加勒德,张云金,张明希【正版】. 全国三仓发货，物流便捷，正版书放心购买！",作者在遥感和GIS领域积累了丰富的研发和教学经验，本书的内容和代码示例将非常适合读者学习。通过详细的理论讲解，再结合丰富的代码示例，读者将能够细致地掌握使用Python进行地理任务的处理，同时参考代码示例的注释，了解每一段代码的真实含义。,//product.dangdang.com/11652199177.html
 【正版】python编程从入门到实战精通python青少年趣味编程书少儿童编程入门零基础自学中小学生电脑编程教材程序设计 ,空,//product.dangdang.com/11804800469.html
 Python设计模式实战 中文版+英文版 共2册 机械工业出版社 ,空,//product.dangdang.com/11688335595.html
 python编程 从入门到实践 学习手册跟我一起玩python编程从入门到精通快速上手基础及应用自营同款程自学教程高中P ,空,//product.dangdang.com/11710066643.html
 PYTHON深度学习原理、算法与案例【正版书籍，支持发票】 支持电子发票，请确认收货以后联系在线客服,空,//product.dangdang.com/11716124728.html
 PYTHON语言科研绘图与学术图表绘制从入门到精通 关东升 编著 正版书籍 北京大学出版社【饮水图书 正版速发】 【全店支持发票 请联系客服】,空,//product.dangdang.com/11728754728.html
" Python数据分析 (美)阿曼多・凡丹戈(Armando Fandango) 著,韩波 译 人民邮电出版社，【正版现货 正版图书，本店套装图书默认为单本，您下单前可咨询在线客服，谢谢！",Python拥有许多强大的程序库，已经成为进行各种数据分析和预测建模任务的流行平台。Python的应用范围很广，拓展性很大。本书介绍了众多的Python模块，例如Matplotlib、statsmodels、scikit-learn和NLTK。同时，本书还介绍了Python如何与外部环境（例如R、Fortran、C/C++和Boost库）进行交互。 通过阅读本书，你将学会如何使用Python处理和操作数据，并完成复杂的分析和建模。我们将借助NumPy和Pandas来学习数据的各种操作。本书将介绍如何从各种数据源（例如SQL、NoSQL、CSV文件和HDF5）中存储和检索数据。此外，我们还将学习如何通过可视化库实现数据的可视化，以及信号处理、时间序列、文本数据分析、机器学习和社交媒体分析等主题。,//product.dangdang.com/11764548875.html
 Python自动化运维快速入门 郑征 清华大学出版社，【正版现货】 全国三仓发货，物流便捷，下单秒杀，欢迎选购！,空,//product.dangdang.com/11765185875.html
" Python深度学习实战 (荷)英德拉・丹・巴克(Indra Den Bakker) 著,程国建,周冠武 译 机械工业出 ",空,//product.dangdang.com/11726649915.html
 Python从入门到精通 明日科技 清华大学出版社，【正版现货】 正版图书，本店套装图书默认为单本，您下单前可咨询在线客服，谢谢！,空,//product.dangdang.com/11709445955.html
 python编程从入门到实践 零基础教程自学全套书籍精通电脑计算机程序设计深度学习数据分析代码编写c语言爬虫软件 【需要发票 联系客服】,空,//product.dangdang.com/11743748977.html
 【正版】 Python程序开发 中慧云启科技集团 著 人民邮电出版社 9787115585394 ,空,//product.dangdang.com/11752973977.html
" 【新华书店总店自营】Python核心编程 从入门到实践(学与练),(印)米努・科利,北京理工大学出版社 新华正版全新 正规发票 多仓就近发货 85%城市次日送达！团购优惠咨询：13284178503",空,//product.dangdang.com/11738972997.html
 Python编程导论(第2版)/图灵程序设计丛书 基于python3.5讲解计算机编程思想科学导论的入门书 ,空,//product.dangdang.com/1443672067.html
 Python编程导论(第2版)/图灵程序设计丛书 基于python3.5讲解计算机编程思想科学导论的入门书 ,空,//product.dangdang.com/1094110479.html
 Python编程导论(第2版)/图灵程序设计丛书 基于python3.5讲解计算机编程思想科学导论的入门书 ,空,//product.dangdang.com/1155178069.html
 PYTHON数据分析实战(第2版)法比奥・内利人民邮电出版社9787115522023 ,Python提供了数据处理平台，拥有丰富的库，其算法的实现更具创新，还能跟很多语言对接。这些特点使得Python在信息处理、管理和检索方面尤为出众。此外，Python还能用作脚本、操作数据库以及开发Web应用，扩展了数据分析的应用场景。本书深入探究大量真实的Python数据分析案例，详细阐述如何利用Python及其衍生工具处理和分析数据，将理论与实践相结合，带领读者开启数据分析之旅。 阅读完本书，你将学到： -数据分析和Python基础知识 -NumPy库和pandas库简介 -使用pandas读写和处理数据 -用matplotlib库实现数据可视化 -用scikit-learn行机器学用TensorFlow行深度学用Jupyter Notebook分析气象数据 -Jupyter Notebook内嵌D3库 -用scikit-learn和TensorFlow识别手写体数字 -用NLTK分析文本数据 -用OpenCV分析图像及实现计算机视觉 ;,//product.dangdang.com/11602966147.html
 Python程序设计(高等学校公共基础课系列教材) ,空,//product.dangdang.com/11740503203.html
 Python语言程序设计(微课版) ,空,//product.dangdang.com/11240832566.html
 【速发】Python程序设计基础9787563745715其他教材彭晖邓巧主编旅游教育出版社 可开发票,空,//product.dangdang.com/11738721786.html
 Python数据分析基础 【速开发票，优质售后，支持7天无理由退换】,空,//product.dangdang.com/11745450790.html
 Python机器学习实战案例(第2版高等学校人工智能理论与应用实践系列教材) ,空,//product.dangdang.com/11148004941.html
" 【速发】Python程序开发 罗大伟,李洪建 著 人民邮电出版社 9787115579676 可开发票，正版现货，支持7天无理由退换货",空,//product.dangdang.com/11780946082.html
 Python程序设计(高等学校公共基础课系列教材) ,空,//product.dangdang.com/11348473177.html
 【颉腾】python核心编程：从入门到实践 软件工具书计算机程序设计 面向初学者的基础程序设计教程 帮掌握核心编程技术【 正版现货，量大联系在线客服,空,//product.dangdang.com/11733410203.html
 Python基础与大数据应用 618正品图书限时直降！6.13-6.20全场叠加满49-5，99-10，149-15！,一本书学会Python语言和数据分析,//product.dangdang.com/11125609566.html
" Python应用开发实战 (美)尼纳德・萨斯叶(Ninad Sathaye) 著,包永帅,齐兆慧 译【正版保证】. 全国三仓发货，物流便捷，下单秒杀，欢迎选购！",适读人群 ：你已经了解Python语言的基础和面向对象编程吗？ 你想更进一步钻研、学习技术来让你的Python应用更具健壮性、可扩展性并更加高效吗？ 如果是这样的话，那么这本书就是为你量身打造的。 Python是使用广泛的动态编程语言之一。它支持一组丰富的库和框架，从而能够用来进行快速开发。但是，如此快速的开发通常会带来一些问题，容易导致代码整体质量、性能和扩展性的降低。本书将会教你如何处理这些问题，以及如何编写出更好的Python应用程序。 本书从简单命令行应用程序的基础知识入手，帮助读者不断提高技能，直到可以设计出高效的、高级的Python应用。本书使用轻松奇幻的学习主线，用具体解决方案来应对在复杂的Python开发中遇到的实际问题。读者从关注健壮性，以及程序代码的打包和发布开始，通过提高代码的可扩展性,//product.dangdang.com/11712510977.html
 【正版】Python程序设计教程 林信良 清华大学出版社 9787302457862 可开发票，正版现货，支持7天无理由退换货,空,//product.dangdang.com/11777102082.html
" 【正版】Python编程基础 庄浩,周颖,徐卫,赵力 著 机械工业出版社 9787111681298 可开发票，正版现货，支持7天无理由退换货",空,//product.dangdang.com/11776971082.html
 【正版】Python量化投资指南:基础、数据与实战 付志刚等 电子工业出版社 9787121472862 可开发票，正版现货，支持7天无理由退换货,空,//product.dangdang.com/11777586082.html
" 【速发】Python自动化办公与PA从入门到实战 王宇韬,王皓,张鹤藐 机械工业出版社 9787111705987 可开发票，正版现货，支持7天无理由退换货",空,//product.dangdang.com/11780328082.html
 Python高级编程 正版现货，可开发票,本书可以分为4个部分：本书的前3章介绍Python中的函数。第Ⅱ部分包含第4～7章，介绍Python类与语言对象模型。第Ⅲ部分包含第8章和第9章，介绍字符串与数据。第Ⅳ部分包含无法融入前三部分的所有内容。,//product.dangdang.com/11818824109.html
 Python Qt GUI与数据可视化编程 pyqt5教程书籍 pyqt5快速开发与实战Qt5 GUI快速编程书 ,空,//product.dangdang.com/11128172177.html
 PYTHON归来 洪锦魁 著 程序设计（新） wxfx ,空,//product.dangdang.com/11732010211.html
 【套装4册】Python编程从入门到实践第3版/Python编程快速上手第2版/Python极客项目编程/编程实战入门零 ,空,//product.dangdang.com/11804926474.html
 Python自动化办公从入门到精通 让Excel、Word、PPT飞起来 批量自动化处理表格Word文档PPT数据展示邮 ,空,//product.dangdang.com/11813054474.html
 python趣味编程入门少儿青少年儿童编程课程python从入门到实战教程书零基础学习计算机基础书籍自学电脑游戏程序从入 ,空,//product.dangdang.com/11732210661.html
" Python金融量化分析 张奎,马萌 9787111716556 机械工业出版社 ",空,//product.dangdang.com/11608871683.html
 Python程序设计（原书第3版）8080099 ,空,//product.dangdang.com/11548557724.html
 【】Python股票量化交易从入门到实践 股票炒股书籍趋势技术分析入门基础知识 量化投资python金融大数据风控金融分 ,空,//product.dangdang.com/11823596814.html
 Python数据处理/图灵程序设计丛书 ,空,//product.dangdang.com/1476915460.html
 Python数据处理/图灵程序设计丛书 ,空,//product.dangdang.com/1092959589.html
 Python数据处理/图灵程序设计丛书 ,空,//product.dangdang.com/1312398767.html
" Python基础教程（第3版・修订版） 9787115613691 [挪]芒努斯・利・海特兰德 著,袁国忠 译 人民邮电 ",适读人群 ：本书不仅适合计算机专业学生自学Python编程语言，也适合需要利用Python提升办公效率的职场人士。 1.Python编程新手入门的优质好书，50万+中国读者的选择，由挪威科技大学教授芒努斯.利.海特兰德亲笔撰写，深入浅出地讲解了Python编程的方方面面。 2.内容详尽丰富，包括Python基础知识、核心概念、Python与数据库、网络、C语言等工具结合使用等，全面的基础知识+细致入微的编程诀窍，学习效率与效果并重。 3.针对Python3.11升级内容，对结构与细节知识进行了优化和完善，轻松学习Python编程。 4.设计风格简洁明了，内容通俗易懂，附带代码示例，让你有目标地掌握Python，非常适合Python编程初学者入门。 5.提供贴近真实商业环境的案例，并通过PPT和针对求职应聘的习题帮助读者提高 Pytho编程实战能力。,//product.dangdang.com/11774472082.html
" Python语言程序设计习题精讲 赵��超,任�S,肖玮 9787113295769 中国铁道出版社 ",空,//product.dangdang.com/11608879123.html
 Python程序设计 黄锐军 高等教育出版社【正版保证】（部分套装为单本价格下单前咨询） 热销1000,空,//product.dangdang.com/11783988474.html
" Python预测分析实战 [美]阿尔瓦罗・富恩特斯（AlvaroFuentes）著,高蓉,李茂 译 9787115565 ",1. 涵盖从问题识别到模型部署的预测分析全过程 2. 基于Python语言实现，辅以实例，侧重于实战 3. 用Python实现高性能预测分析方案 4. 用Keras构建可实现预测的神经网络模型,//product.dangdang.com/11608872553.html
 Python编程快速上手：让繁琐工作自动化 阿尔・斯维加特 人民邮电出版社 9787115551870 阿尔・斯维加特 ,空,//product.dangdang.com/11596701563.html
 Python编程项目实战三部曲：Python编程快速上手+Python极客项目编程+Python游戏 ,空,//product.dangdang.com/11376560724.html
 Python超入门 ,空,//product.dangdang.com/11711152786.html
 Python数据分析基础 Python基础教程从入门到精通网络数据爬虫入门实战数据库书籍程序设计入门计算机网络 ,空,//product.dangdang.com/11280867784.html
 Python全栈开发实践入门 谢瑛俊 编著. 全国多仓发货，物流便捷，正版保证，欢迎选购！,这是一本Python全栈入门书，里面有很多安装配置测试部署方面的内容。读者学习知识时往往是只就某一点深入学习，很难看到全貌，而本书把服务器搭建、开发环境、代码写作、程序测试、持续集成一整套流程包含进来，让你不止学会写代码，更了解全栈是怎么回事儿。,//product.dangdang.com/11706127790.html
 Python语言程序设计(微课版) ,空,//product.dangdang.com/11347246977.html
 Python数据处理9787115459190兴海图书专营店 正版图书保证质量 七天无理由退货让您购物无忧,用传统的电子表格来处理数据不仅效率低下，而且无法处理某些格式的数据，对于混乱或庞大的数据集更是束手无策。本书将教你如何利用语法简单、容易上手的Python轻松处理数据。作者通过循序的练细介绍如何有效地获取、清洗、分析与呈现数据，如何将数据处理过程自动化，如何安排文件编辑与清洗任务，如何处理更大的数据集，以及如何利用获取的数据来创作引人入胜的故事。学完本书，你的数据处理和分析能力将更上一层楼。 * 快速了解Python基本语法、数据类型和语言概念 * 概述数据的获取与存储方式 * 清洗数据并格式化，以消除数据集中的重复值与错误 * 学对数行标准化，何时对数据清行测试并将其脚本化 * 使用Scrapy写网络爬虫 * 利用新的Python库和技术对数据行探索与分析 * 使用Python解决方案将整个数据处理过程自动化;,//product.dangdang.com/11456790997.html
 Python 网络编程攻略 【正品保证，进入店铺更多优惠！】,空,//product.dangdang.com/11773812058.html
 Python 3网络爬虫开发实战 正版书籍，满额减，电子发票,案例丰富，注重实战 博客文章过百万的静觅大神力作 全面介绍了数据采集、数据存储、动态网站爬取、App爬取、验证码破解、模拟登录、代理使用、爬虫框架、分布式爬取等知识 涉及的库或工具：urllib、requests、Beautiful Soup、XPath、pyquery、redis-py、PyMongo、PyMySQL、Selenium、Splash、Charles、mitmproxy、mitmdump、Appium、pyspider、Scrapy、Scrapy-Redis、Scrapy-Splash、Docker、Bloom Filter、Gerapy等,//product.dangdang.com/11795379590.html
 Python 3.7编程快速入门 【正品保证，进入店铺更多优惠！】,空,//product.dangdang.com/11805752622.html
 python编程从入门到实战第3版【2023年新版】计算机零基础学python编程从入门到实践精通基础教材程序设计开发书 ,空,//product.dangdang.com/11471999788.html
 Python程序设计基础 618正品图书限时直降！6.13-6.20全场叠加满49-5，99-10，149-15！,体现计算机科学的思想和方法，突出计算思维的训练,//product.dangdang.com/11125265806.html
 Python编程 从入门到实践 [美]埃里克・马瑟斯(Eric Matthes)【书】.印刷版 ,空,//product.dangdang.com/11814315814.html
 Python高并发与高性能编程:原理与实践:principle and practice【正版书籍，支持发票】 支持电子发票，请确认收货以后联系在线客服,空,//product.dangdang.com/11716358908.html
 python趣味编程入门少儿青少年儿童编程课程python从入门到实战教程书零基础学习计算机基础书籍自学电脑游戏程序从入 ,空,//product.dangdang.com/11806052064.html
 Python 游戏开发从入门到精通 张有菊 PyOpenGL Panda3D 游戏开发 9787111681069 机械 ,空,//product.dangdang.com/11809256064.html
 Python入门神器 从编程思维和专家视角的有趣高效入门法 李泽 python 入门 编程 思维 机械工业出版社 978 ,空,//product.dangdang.com/11818046112.html
 Python科学计算 【正品保证，进入店铺更多优惠！】,编辑推荐,//product.dangdang.com/11790644590.html
" PYTHON技术手册(第2版)（美）马特利 著,程胜,杨萍 译 正版书籍，满额减，电子发票",空,//product.dangdang.com/11794193590.html
 【正版】 Python机器学习基础教程 机器学习算法 scikit learn库构建机器学习应用 编程技术书籍pytho ,空,//product.dangdang.com/11804919654.html
 Python学习笔记(从入门到实战) ,空,//product.dangdang.com/11129788737.html
 Python气象应用编程 杨效业 杨青霖 张诗悦 python数据处理数据可视化numpy pandas气象领域代码应用 ,空,//product.dangdang.com/11808605814.html
 Python编程入门经典【正版.】 正版图书，下单前请先咨询客服！,《Python编程入门经典》(作者James Payne)主要介绍Python3.1。Python3.1发布于2009年，是Python程序语言的主版本。由于Python是一门跨平台的语言，本书中的内容和示例适用于任何平台(除非特别指出的例外情况)。在可能独立于平台的情况下，本书中的示例都尽量设计成跨平台的。此外，由于Python 3.1相对较新，并非所有支持库都被更新到可以在Python3.x下工作。在这种情形下，如果某些理论需要详细解释，本书将使用Python 2.6代替Python 3.1。,//product.dangdang.com/11777528064.html
 Python从入门到精通 正版书籍，满额减，电子发票,空,//product.dangdang.com/11794635070.html
 Python机器学习入门【确保正版 支持发票】 ,空,//product.dangdang.com/11715940138.html
 【正版】Python接口自动化测试 王浩然 电子工业出版社 9787121356872 可开发票，正版现货，支持7天无理由退换货,空,//product.dangdang.com/11776950622.html
 Python编程从数据分析到机器学习实践(微课视频版) ,空,//product.dangdang.com/11036638724.html
" Python金融实战 [美] Yuxing Yan 著,张少军,严玉星 译 店内满减，达额立减，优惠多多,欢迎抢购！",本书由具有丰富的教学经验和专业经验的严玉星教授编写，囊括了他多年在金融领域教学一线的经典思想，并且结合了众多实际的金融数据，严教授还全程参与了本书的翻译和审校工作。 本书在原作者全程参与的前提下，邀请香港理工大学的张少军老师全程主导并负责本书的翻译，将基本的金融理论和丰富的代码示例及金融模型深度解析，引导读者编写高效的Python程序，构建实际的Python应用，实现金融数据的高效分析。在理论和实践中，把握量化交易的核心思想，将金融模型运用得得心应手。,//product.dangdang.com/11314722790.html
 Python编程从入门到实践 Python语言程序设计基础 python3数据分析实战 计算机编程入 ,空,//product.dangdang.com/11052753875.html
 Python树莓派开发从入门到精通 计算机软件编程入门教程书 Python电脑自学零基础教材 程序设计python语言爬 ,空,//product.dangdang.com/11823304914.html
 python青少年趣味编程+scratch少儿趣味编程100例 少儿编程入门基础教程书籍 儿童零基础自学计算机编程 从入 ,空,//product.dangdang.com/11678567138.html
 Python Cookbook中文版 【正品保证，进入店铺更多优惠！】,空,//product.dangdang.com/11790761070.html
 【正版】 Python3网络爬虫开发实战/Python 3反爬虫原理与绕过实战 网络数据采集数据分析教程python编程 ,空,//product.dangdang.com/11811416632.html
 【正版新书】 Python程序设计与数据分析基础 李辉 出版社 ,空,//product.dangdang.com/11816260632.html
 Python网络爬虫从入门到实践【正版.】 正版图书，下单前请先咨询客服！,空,//product.dangdang.com/11776783654.html
 Python网络爬虫权威指南 第2适用ry ,空,//product.dangdang.com/11711858674.html
 Python趣味创意编程 ,空,//product.dangdang.com/11711836694.html
 Python工匠 案例技巧与工程实践 朱雷 Python编程从入门到实践计算机网络程序设计类书籍 人民邮电出版社凤凰 ,空,//product.dangdang.com/11831756805.html
 Python数据可视化方法实践与应用 清华大学出版社【正版书籍，支持发票】 正版图书支持发票 七天无理由退货让您购物无忧,空,//product.dangdang.com/11742222058.html
" Python技术手册 第2版,（美）AlexMartelli著,人民邮电出版社 ",空,//product.dangdang.com/11792050112.html
 【(＾－＾)V可开发票，量大优惠】PYTHON王者归来 洪锦魁 著 ,空,//product.dangdang.com/11819116398.html
 Python程序设计(高等学校公共基础课系列教材) ,空,//product.dangdang.com/11278523474.html
 Python文本数据分析与挖掘 ,空,//product.dangdang.com/612284730.html
" 【速发】Python编程入门与实战 [意]法布里奇奥・罗马诺（Fabrizioomano）著,徐波 译 人民邮电出版社 可开发票，正版现货，支持7天无理由退换货",空,//product.dangdang.com/11780928112.html
 python核心编程：开启精通python编程世界之旅 北京理工大学出版社 ,空,//product.dangdang.com/11801993398.html
 Python asncio并发编程 ,空,//product.dangdang.com/11765057418.html
 Python数据可视化：基于Bokeh的可视化绘图8065612 ,空,//product.dangdang.com/11548573694.html
" Python图形编程：2D和3D图像的创建 B.J.科里特斯（B.J.Korites）,李铁萌 机械工业出版社【正版】（ 热销1000",空,//product.dangdang.com/11783502914.html
 PYTHON经典实例 (美)史蒂文・F.洛特(Steven F.Lott) 人民邮电出版社【正版】 ,空,//product.dangdang.com/11387061971.html
 Python数据分析与可视化（微课版） ,1.涵盖数据分析的各种常用技术与主流工具，实例代码丰富。 2.围绕基本知识、主要方法、数据预处理、可视化以及数据挖掘基础进行讲解，综合实战贯穿所讲知识点。 3.配套资源丰富，还配有教学辅助平台，提高教学质量。,//product.dangdang.com/29720854.html
 【正版】Python语言程序设计 张尧学 清华大学出版社 9787302570493 可开发票，正版现货，支持7天无理由退换货,空,//product.dangdang.com/11776968112.html
 Python数据挖掘入门与实践 第二2版 python数据分析教程书籍 大数据处理分析 数据挖掘 网 ,空,//product.dangdang.com/11756609418.html
 Python学习手册(第4版) 【正品保证，进入店铺更多优惠！】,空,//product.dangdang.com/11773886538.html
 PYTHON超能学习手册 ,作为一本受欢迎、引人入胜且有趣的程序员入门指南，专为年轻人（10-17岁）和年轻人精心设计。经验丰富的教育工作者和程序员 将指导读者使用 Python这种世界上超流行的编程语言来创建游戏，学习游戏编程，从简单的项目到基于复古文本的冒险，再到完整的图形街机风格游戏。全书设计精良，包含很多有利于提升学习兴趣的设计元素，包括欢迎图像、有用的提示和花絮等以及专注于在玩乐的同时做事的引人入胜的可读文本。所有代码列表均为全彩，也有链接到奖励内容、下载、挑战解决方案等。本书特色是帮助新一代年轻人在教育、职业方面做好准备，走好下一步。,//product.dangdang.com/11765057538.html
 【速发】Python面试通关宝典 洪锦魁 清华大学出版社 9787302565017 可开发票，正版现货，支持7天无理由退换货,空,//product.dangdang.com/11780947632.html
 Python数据结构与算法分析第二2版 数据结构算法入门 python语言实现 Python编程入门 ,空,//product.dangdang.com/11375255674.html
 Python深度学习基于TensorFlow 从Python和数学到机器学习和TensorFlow再到深度学习的应用和扩 ,空,//product.dangdang.com/11823563723.html
 Python科学计算基础教程/图灵程序设计丛书 ,空,//product.dangdang.com/11031169745.html
 Python编程导论(第2版)/图灵程序设计丛书 ,空,//product.dangdang.com/11032865965.html
 Python编程基础教程 ,空,//product.dangdang.com/11049605965.html
 Python大学教程：面向计算机科学和数据科学（英文版） 9787111671503 保罗・戴特尔(PaulDeitel ,空,//product.dangdang.com/11810403482.html
 python计算传播学实战隆广庆本科及以上软件工具程序设计应用传播学高等社会科学书籍 ,空,//product.dangdang.com/11772464632.html
 Python编程基础教程 Python入门到实践零基础自学图书 核心编程从入门到精通数据处理游戏开发 ,空,//product.dangdang.com/11756492538.html
" 【速发】Python网络爬虫实战 清华科技大讲堂 吕云翔,张扬 清华大学出版社 9787302515920 可开发票，正版现货，支持7天无理由退换货",空,//product.dangdang.com/11779882632.html
 Python程序设计 ,空,//product.dangdang.com/11132210877.html
 Python程序设计与应用教程(第二版)【正版书籍，支持发票】 支持电子发票，请确认收货以后联系在线客服,空,//product.dangdang.com/11714431058.html
 Python数据科学项目实战【正版书籍，支持发票】 支持电子发票，请确认收货以后联系在线客服,空,//product.dangdang.com/11716053058.html
 Python和NLTK自然语言处理 NLP实践教程 机器学习人工智能深度学习网络数据采集处理书 ,空,//product.dangdang.com/11377571064.html
 PYTHON设计模式 正版现货，可开发票,Python正在迅速扩张其应用领域。*近几年，其应用意义已经令其远不止于仅仅是一种面向对象的脚本化语言。设计模式有助于我们模块式地思考和解决问题，帮助我们收集和分析思维模型。《Python 设计模式》从设计模式的角度，结合各个示例深入浅出地讲解了各种设计模式在Python 中的实现，为读者描述了Python 式设计模式的应有结构以及应该避免的误区。《Python 设计模式》的高度较一般的Python 开发类书籍要高，要求读者具备一定的软件开发和架构经验，否则就可能无法很好地理解本书中讲解的内容。,//product.dangdang.com/11830916137.html
 Python Cookbook中文版 正版现货，可开发票,空,//product.dangdang.com/11833710137.html
" PYTHON基础教程(第3版・修订版) [挪]芒努斯・利・海特兰德 著,袁国忠 译 人民邮电出版社 9787115613 ",适读人群 ：本书不仅适合计算机专业学生自学Python编程语言，也适合需要利用Python提升办公效率的职场人士。 1.Python编程新手入门的优质好书，50万+中国读者的选择，由挪威科技大学教授芒努斯.利.海特兰德亲笔撰写，深入浅出地讲解了Python编程的方方面面。 2.内容详尽丰富，包括Python基础知识、核心概念、Python与数据库、网络、C语言等工具结合使用等，全面的基础知识+细致入微的编程诀窍，学习效率与效果并重。 3.针对Python3.11升级内容，对结构与细节知识进行了优化和完善，轻松学习Python编程。 4.设计风格简洁明了，内容通俗易懂，附带代码示例，让你有目标地掌握Python，非常适合Python编程初学者入门。 5.提供贴近真实商业环境的案例，并通过PPT和针对求职应聘的习题帮助读者提高 Pytho编程实战能力。,//product.dangdang.com/11604254622.html
 Python3.0科学计算指南 ,空,//product.dangdang.com/11021304674.html
 Python地球科学数据分析：从描述性统计到机器学习 9787115602589 人民邮电出版社 正版图书，收到货可开电子发票。划线价为市场参考价，划线价格并非图书的定价，商品图片仅供参考，以实物为准。（书名没写全多少册的均为单本价格）,空,//product.dangdang.com/11829660706.html
 Python编程/计算机科学与技术丛书 ,空,//product.dangdang.com/11812408723.html
 【2023新书】Python异步编程 凯莱布・哈廷 并发网络编程 异步多线程asyncio代码实战演练基于事件的编程来实 ,空,//product.dangdang.com/11813284723.html
 Python源码剖析 深度探索动态语言核心技术 【正版图书】 【店主推荐，正版书放心购买，可开发票】,作为主流的动态语言，Python不仅简单易学、移植性好，而且拥有强大丰富的库的支持。此外，Python强大的可扩展性，让开发人员既可以很容易地利用C/C++编写Python的扩展模块，还能将Python嵌入到C/C++程序中，为自己的系统添加动态扩展和动态编程的能力。为了更好地利用Python语言，无论是使用Python语言本身，还是将Python与C/C++交互使用，深刻理解Python的运行原理都是很重要的。本书以CPython为研究对象，在C代码一级，深入细致地剖析了Python的实现。书中不仅包括了对大量Python内置对象的剖析，更将大量的篇幅用于对Python虚拟机及Python特性的剖析。通过此书，读者能够透彻地理解Python中的一般表达式、结构、异常机制、类机制、多线程机制、模块的动态加载机制、内存管理机制等核心技术的运行原理，同时，本书所揭示的动态语言的核心技术对于理解其他动态语言，如Ja,//product.dangdang.com/11727235070.html
 Python基础教程 (挪)海特兰德 人民邮电出版社【正版书】 ,空,//product.dangdang.com/11756492398.html
 Python金融数据分析（原书第2版） ,空,//product.dangdang.com/11042517905.html
